index,split,logMedianBrightness
14279,train,3.669372
14280,train,3.676062
14281,train,3.256865
14282,train,3.539535
14283,train,3.540337
14284,train,3.366062
14285,train,3.726451
14286,test,3.492885
14287,train,3.381310
14288,val,3.445728
14289,train,3.371382
14290,val,3.688902
14291,train,3.693903
14292,train,1.799087
14293,test,3.622364
14294,train,3.754480
14295,train,1.301030
14296,val,3.607388
14297,train,1.368249
14298,test,1.301030
14299,test,3.693796
14300,val,3.493541
14301,train,3.699138
14302,train,3.506648
14303,train,3.385338
14304,train,3.675671
14305,train,3.705668
14306,train,3.082080
14307,val,1.396330
14308,train,1.301030
14309,train,3.698635
14310,train,3.585664
14311,val,3.713081
14312,test,3.702210
14313,test,1.493894
14314,train,3.136498
14315,train,3.766852
14316,train,3.684448
14317,test,3.286816
14318,train,3.689467
14319,test,3.261605
14320,train,3.271224
14321,train,3.683707
14322,train,3.677589
14323,train,3.035913
14324,train,3.431930
14325,train,3.616263
14326,test,3.556683
14327,train,3.621383
14328,val,3.672464
14329,train,3.687047
14330,test,3.708063
14331,train,3.112587
14332,train,3.601160
14333,train,3.681916
14334,val,3.663326
14335,test,3.652432
14336,train,1.301031
14337,train,3.552440
14338,val,3.283732
14339,train,3.598829
14340,train,3.132255
14341,val,3.290141
14342,train,1.579277
14343,train,1.586243
14344,train,1.678828
14345,train,2.318984
14346,val,3.344755
14347,test,3.765549
14348,train,3.579457
14349,train,3.625786
14350,train,3.554229
14351,val,3.670470
14352,train,3.763324
14353,train,3.447369
14354,train,3.467109
14355,test,3.632219
14356,train,1.301956
14357,val,3.848640
14358,train,3.435298
14359,train,3.756327
14360,val,3.696837
14361,train,3.666148
14362,train,1.301030
14363,train,3.393341
14364,test,3.709816
14365,train,3.688714
14366,val,3.626340
14367,train,3.468152
14368,train,3.384116
14369,train,3.641313
14370,train,3.419208
14371,train,3.675970
14372,test,3.349337
14373,val,3.733896
14374,val,3.625612
14375,train,3.666475
14376,train,3.632376
14377,train,3.688390
14378,val,3.676312
14379,train,3.572319
14380,train,3.565056
14381,train,3.603661
14382,test,1.415951
14383,train,3.519459
14384,test,3.705741
14385,train,3.647090
14386,train,3.453410
14387,val,1.766773
14388,train,3.536648
14389,val,3.343088
14390,train,3.736228
14391,train,3.498434
14392,train,3.613881
14393,train,3.643579
14394,train,3.567759
14395,train,3.690614
14396,test,3.342287
14397,train,3.377430
14398,test,3.622462
14399,train,3.277352
14400,val,3.587565
14401,train,3.574670
14402,test,3.503791
14403,train,3.657359
14404,train,3.503756
14405,train,3.480889
14406,train,3.517552
14407,train,3.729119
14408,val,3.466343
14409,train,3.637089
14410,train,3.748903
14411,train,3.832802
14412,test,3.673449
14413,val,3.632319
14414,train,3.652338
14415,train,3.686437
14416,train,3.711855
14417,train,3.657293
14418,train,3.663948
14419,train,1.338313
14420,train,3.503004
14421,test,3.616009
14422,train,3.518423
14423,val,3.467211
14424,train,3.603650
14425,train,3.761672
14426,val,1.300409
14427,train,3.666602
14428,train,3.243085
14429,train,3.616773
14430,val,3.727905
14431,train,3.593566
14432,train,3.603949
14433,val,3.715573
14434,val,3.689015
14435,train,3.738775
14436,val,3.646475
14437,train,3.505218
14438,train,3.799744
14439,train,3.724270
14440,train,3.754584
14441,test,3.554018
14442,test,3.450479
14443,train,3.379279
14444,train,1.426700
14445,test,3.673134
14446,test,3.739585
14447,train,3.736039
14448,train,3.302314
14449,train,1.462569
14450,val,1.354944
14451,train,3.813331
14452,train,3.703192
14453,train,3.682525
14454,train,3.728344
14455,test,3.565923
14456,train,3.694078
14457,train,3.514700
14458,val,3.679875
14459,train,3.733875
14460,train,3.695411
14461,train,3.548592
14462,test,3.722436
14463,train,3.542611
14464,train,3.728499
14465,train,3.605891
14466,train,3.634339
14467,val,3.585989
14468,val,3.356575
14469,train,3.642398
14470,train,3.629688
14471,train,3.631870
14472,test,3.482432
14473,val,3.671179
14474,train,3.568146
14475,train,3.472303
14476,train,3.664874
14477,test,3.570787
14478,test,3.691662
14479,test,3.586248
14480,train,3.640744
14481,train,3.660122
14482,val,3.835626
14483,val,3.871273
14484,train,3.255613
14485,train,3.294036
14486,train,3.684878
14487,val,3.703532
14488,train,3.706317
14489,train,3.682689
14490,train,3.736043
14491,val,3.619827
14492,val,3.691383
14493,train,3.179615
14494,train,3.452284
14495,train,3.285275
14496,train,3.532713
14497,train,3.382697
14498,test,3.508451
14499,train,3.423730
14500,val,3.518158
14501,train,3.537694
14502,train,3.467008
14503,train,3.633536
14504,train,3.693715
14505,train,3.324763
14506,train,3.137791
14507,train,1.301031
14508,train,3.631451
14509,train,3.730773
14510,train,3.631628
14511,train,3.812120
14512,val,3.711602
14513,train,3.749428
14514,train,3.679559
14515,train,3.199604
14516,train,3.739527
14517,test,3.714035
14518,train,3.785874
14519,train,3.631928
14520,val,1.470173
14521,val,3.734659
14522,train,3.734995
14523,train,3.723226
14524,train,3.743169
14525,train,3.545825
14526,train,1.301087
14527,test,3.797017
14528,train,3.639665
14529,train,3.146792
14530,train,3.389000
14531,train,3.758316
14532,train,3.495799
14533,train,3.653499
14534,train,3.668908
14535,val,3.369317
14536,train,3.596709
14537,test,3.674657
14538,train,3.397124
14539,train,3.783525
14540,train,3.730763
14541,train,3.611221
14542,train,3.534865
14543,train,3.844832
14544,val,3.723014
14545,train,3.853267
14546,train,3.367836
14547,test,1.509657
14548,val,3.703212
14549,train,3.721921
14550,train,3.608597
14551,val,3.258798
14552,val,1.686883
14553,train,3.508237
14554,train,3.500449
14555,train,3.576263
14556,train,3.577555
14557,train,3.640620
14558,train,2.878867
14559,train,3.699285
14560,train,3.399782
14561,train,3.584039
14562,train,3.248289
14563,train,3.141297
14564,train,3.725133
14565,val,3.699455
14566,train,3.587706
14567,train,3.655439
14568,train,3.651860
14569,train,1.301041
14570,train,1.746191
14571,train,3.741896
14572,test,3.300871
14573,val,3.599000
14574,train,3.310158
14575,val,3.471485
14576,train,3.587618
14577,test,3.584919
14578,train,3.694036
14579,train,3.558146
14580,val,1.301078
14581,train,3.295922
14582,train,1.302106
14583,train,3.271497
14584,val,1.316203
14585,test,1.300616
14586,train,3.639111
14587,test,3.638025
14588,val,1.842110
14589,train,3.842482
14590,train,3.644761
14591,train,3.203801
14592,train,3.486433
14593,test,3.673533
14594,train,3.443698
14595,val,3.584577
14596,train,3.805834
14597,val,3.698818
14598,test,3.566837
14599,train,3.557030
14600,train,3.586421
14601,train,3.700027
14602,test,3.750787
14603,val,3.565871
14604,test,3.715907
14605,train,3.513076
14606,train,3.682554
14607,train,3.707457
14608,val,3.251499
14609,train,1.304281
14610,train,3.235379
14611,val,1.613738
14612,val,1.301030
14613,test,3.874408
14614,train,3.578144
14615,train,3.701972
14616,test,3.604051
14617,val,3.574572
14618,train,3.554659
14619,train,3.747329
14620,train,3.728007
14621,train,3.588323
14622,val,3.605506
14623,val,3.735547
14624,train,3.595511
14625,train,3.880781
14626,val,3.718737
14627,train,3.755179
14628,train,3.701557
14629,val,3.704735
14630,test,3.782200
14631,train,3.765797
14632,train,3.601166
14633,test,3.475051
14634,train,3.524261
14635,train,3.810534
14636,train,3.568416
14637,val,3.682977
14638,train,3.339165
14639,train,1.301100
14640,train,3.257451
14641,val,3.672014
14642,test,3.732773
14643,train,3.342231
14644,train,3.257524
14645,train,3.809832
14646,test,3.698620
14647,test,3.715275
14648,train,3.564857
14649,val,3.627054
14650,train,3.632343
14651,train,1.305793
14652,test,3.751671
14653,test,3.607432
14654,test,3.457153
14655,val,3.633980
14656,test,3.259355
14657,train,3.590659
14658,train,3.557810
14659,train,3.555822
14660,train,3.609643
14661,val,3.558746
14662,train,3.282083
14663,val,3.628365
14664,test,3.642481
14665,test,2.934346
14666,train,3.651821
14667,train,3.784400
14668,test,3.957665
14669,test,3.729118
14670,train,3.618639
14671,val,3.633342
14672,train,3.529649
14673,train,3.732899
14674,val,3.727137
14675,test,3.641802
14676,train,3.239410
14677,test,3.855281
14678,val,3.546608
14679,train,3.671671
14680,test,3.585922
14681,val,3.617235
14682,val,3.646087
14683,test,3.555216
14684,val,3.719598
14685,train,3.693236
14686,train,3.538229
14687,train,3.793233
14688,val,3.675692
14689,test,3.756781
14690,train,3.903761
14691,train,3.693353
14692,val,3.373853
14693,train,3.282991
14694,train,3.588379
14695,test,3.475466
14696,test,1.301030
14697,train,2.525656
14698,train,3.262297
14699,train,3.591381
14700,train,3.763157
14701,val,3.477554
14702,train,3.880773
14703,train,1.540133
14704,val,1.479534
14705,train,3.617309
14706,train,3.626862
14707,train,3.793769
14708,train,3.814488
14709,train,3.671032
14710,train,3.676830
14711,test,3.540756
14712,val,3.772148
14713,train,3.693056
14714,train,3.643694
14715,train,1.301063
14716,train,1.306467
14717,train,3.621626
14718,train,3.458359
14719,train,3.594072
14720,train,3.592069
14721,train,1.438352
14722,test,3.656111
14723,train,3.514208
14724,train,3.592277
14725,train,3.549594
14726,val,1.301030
14727,test,3.656250
14728,val,3.910950
14729,test,3.610312
14730,train,3.666980
14731,train,3.307747
14732,train,3.856864
14733,train,3.755469
14734,val,3.605143
14735,train,3.696445
14736,test,3.679580
14737,test,3.668669
14738,train,3.785760
14739,train,3.602252
14740,test,3.286960
14741,train,3.653894
14742,train,3.780336
14743,train,3.758540
14744,train,1.448287
14745,train,3.706446
14746,test,3.742438
14747,test,3.311111
14748,test,3.834875
14749,train,3.757117
14750,train,3.727960
14751,train,3.673253
14752,train,3.694531
14753,test,1.597362
14754,test,1.471538
14755,train,3.555297
14756,train,3.601430
14757,train,3.680685
14758,val,3.766092
14759,train,3.955017
14760,train,3.620155
14761,train,3.802578
14762,train,3.284501
14763,train,3.517395
14764,train,1.544811
14765,train,3.622113
14766,train,3.237275
14767,train,3.684439
14768,train,3.525508
14769,val,3.401702
14770,train,3.831127
14771,test,3.756636
14772,train,3.168603
14773,train,3.198285
14774,train,1.300262
14775,train,3.340472
14776,train,1.301104
14777,train,1.551790
14778,val,1.399087
14779,train,3.498571
14780,train,3.141170
14781,test,1.301030
14782,train,1.655514
14783,test,1.530923
14784,train,1.303527
14785,val,2.922956
14786,train,1.363106
14787,test,1.301030
14788,test,1.300919
14789,test,3.206052
14790,train,3.509175
14791,test,1.708148
14792,test,3.433799
14793,train,3.424930
14794,train,3.256773
14795,train,1.548717
14796,val,1.300274
14797,test,3.230385
14798,train,1.301030
14799,train,1.540475
14800,val,3.368979
14801,val,1.301349
14802,train,1.686714
14803,train,1.480941
14804,test,1.301030
14805,val,1.302930
14806,train,1.301030
14807,train,3.569319
14808,train,3.214853
14809,test,3.501748
14810,test,1.660851
14811,test,1.637719
14812,test,1.301030
14813,val,1.707054
14814,train,1.661921
14815,val,1.301030
14816,train,1.554437
14817,train,1.301031
14818,train,1.301030
14819,test,1.651550
14820,train,1.442097
14821,train,3.587902
14822,train,1.299883
14823,train,3.333115
14824,train,3.655695
14825,train,3.578199
14826,train,1.495467
14827,train,1.301030
14828,train,3.537520
14829,train,3.457672
14830,val,3.382523
14831,train,1.302567
14832,train,3.425786
14833,test,1.649911
14834,test,1.730027
14835,test,1.426875
14836,test,1.301095
14837,train,3.407572
14838,train,1.301063
14839,train,1.301030
14840,test,3.263140
14841,train,1.389939
14842,train,1.514283
14843,train,3.117819
14844,test,1.302454
14845,train,1.301030
14846,train,1.503537
14847,train,1.771567
14848,train,1.298409
14849,train,1.503132
14850,test,3.328009
14851,train,3.524626
14852,train,3.138982
14853,test,3.466379
14854,train,1.300810
14855,train,1.301030
14856,val,1.579682
14857,train,1.301744
14858,test,3.219653
14859,train,1.301686
14860,val,1.301030
14861,train,3.454362
14862,train,3.691881
14863,val,2.252853
14864,train,1.455137
14865,train,1.560187
14866,val,1.699592
14867,test,1.518815
14868,val,3.261372
14869,train,1.592315
14870,train,1.301102
14871,train,1.300730
14872,train,3.227031
14873,test,1.301031
14874,train,3.322960
14875,train,1.578797
14876,train,1.304598
14877,train,3.343126
14878,train,3.361326
14879,test,1.454445
14880,train,3.528971
14881,train,3.277621
14882,test,1.569317
14883,test,3.359761
14884,train,3.137218
14885,train,3.460957
14886,val,3.771882
14887,train,1.301030
14888,test,1.527112
14889,train,3.442026
14890,train,1.574072
14891,train,3.804255
14892,train,3.484064
14893,train,3.464091
14894,train,1.301405
14895,train,1.303181
14896,train,1.742871
14897,train,1.457783
14898,train,1.301030
14899,train,1.542838
14900,train,1.618045
14901,train,1.301030
14902,test,1.503109
14903,train,1.301031
14904,test,1.778796
14905,test,1.301031
14906,test,1.487215
14907,train,1.301030
14908,train,1.300260
14909,train,1.301094
14910,train,1.301031
14911,test,1.384157
14912,train,1.576954
14913,train,1.451313
14914,val,1.417439
14915,val,1.301030
14916,train,1.301030
14917,train,1.301031
14918,train,1.499814
14919,train,1.301030
14920,val,1.523519
14921,test,1.538004
14922,train,1.428541
14923,val,1.301152
14924,train,1.394191
14925,train,1.520689
14926,train,1.301037
14927,train,1.301030
14928,train,1.301030
14929,train,1.410929
14930,test,1.613173
14931,val,1.695695
14932,test,1.301031
14933,test,1.299785
14934,train,1.593749
14935,train,1.301030
14936,train,1.404532
14937,train,1.301030
14938,train,1.591418
14939,train,1.301030
14940,train,1.666723
14941,train,1.301042
14942,train,1.470361
14943,train,1.301030
14944,train,1.510537
14945,train,1.303257
14946,train,1.469538
14947,train,1.301091
14948,train,1.303852
14949,train,1.302114
14950,train,1.301030
14951,train,1.301542
14952,val,1.474252
14953,train,1.301030
14954,train,1.301357
14955,train,1.512561
14956,train,1.687609
14957,test,1.561674
14958,test,1.301030
14959,train,1.302501
14960,train,1.300938
14961,train,1.300842
14962,train,1.419141
14963,train,1.339033
14964,test,1.551186
14965,train,1.302471
14966,val,1.301031
14967,test,1.302777
14968,train,1.303525
14969,test,1.477036
14970,train,1.301324
14971,val,1.519894
14972,train,1.587777
14973,val,1.301030
14974,train,1.301030
14975,train,1.765827
14976,val,1.301030
14977,test,1.301030
14978,val,1.314488
14979,test,1.663565
14980,train,1.301030
14981,train,1.661604
14982,train,1.301031
14983,train,1.586611
14984,train,1.301528
14985,train,1.561997
14986,test,1.301030
14987,test,1.301430
14988,val,1.601014
14989,train,1.301030
14990,train,2.751111
14991,val,1.301104
14992,train,1.301030
14993,test,1.301030
14994,train,1.330413
14995,test,1.297091
14996,test,3.296886
14997,train,2.621978
14998,train,3.591678
14999,train,3.340973
15000,train,3.373648
15001,train,3.531569
15002,train,3.515537
15003,val,3.794525
15004,train,1.301030
15005,train,1.306618
15006,val,3.528735
15007,train,1.301031
15008,train,3.437903
15009,train,3.771881
15010,train,3.710122
15011,train,3.337964
15012,train,3.287276
15013,train,3.607611
15014,train,1.582005
15015,train,1.302322
15016,train,3.641964
15017,train,3.468907
15018,val,3.413358
15019,val,3.750689
15020,train,3.754125
15021,test,1.301031
15022,val,3.321804
15023,train,3.546722
15024,train,3.608890
15025,train,3.737152
15026,train,3.734848
15027,train,3.530121
15028,train,3.698403
15029,train,3.721900
15030,val,1.521420
15031,test,3.452564
15032,train,3.494230
15033,val,3.769520
15034,train,3.391356
15035,train,3.562252
15036,train,3.602225
15037,train,3.654259
15038,val,3.693903
15039,train,3.480278
15040,test,3.679457
15041,train,3.501177
15042,test,3.259355
15043,train,3.549812
15044,train,3.731715
15045,train,3.609325
15046,train,3.434738
15047,test,3.505277
15048,train,3.185462
15049,train,1.300942
15050,train,1.603523
15051,train,1.460221
15052,test,1.712786
15053,test,1.604490
15054,test,1.301030
15055,train,1.301030
15056,val,1.302164
15057,val,1.450081
15058,train,1.771598
15059,train,3.554220
15060,val,3.686524
15061,train,1.449976
15062,train,3.437759
15063,train,3.436791
15064,train,3.665675
15065,test,1.908485
15066,val,3.259141
15067,train,1.301031
15068,train,3.416856
15069,train,3.670582
15070,train,3.386301
15071,val,3.577341
15072,test,3.433575
15073,train,3.515463
15074,train,3.730289
15075,train,3.581397
15076,train,3.515706
15077,train,1.386830
15078,train,3.697545
15079,train,3.258926
15080,val,3.771881
15081,train,1.302029
15082,train,3.501182
15083,train,3.336406
15084,train,3.554190
15085,train,3.607572
15086,train,3.739381
15087,train,3.252689
15088,val,3.659194
15089,train,3.823474
15090,train,2.970510
15091,test,3.767037
15092,train,3.957049
15093,train,3.197029
15094,train,3.539794
15095,val,3.570014
15096,train,3.616071
15097,test,3.137354
15098,val,3.701833
15099,train,3.675703
15100,train,3.566149
15101,val,3.579395
15102,train,3.496386
15103,train,3.772695
15104,train,3.606598
15105,train,3.543332
15106,val,3.457103
15107,train,3.700094
15108,train,3.349096
15109,train,3.525433
15110,train,3.365168
15111,val,1.537201
15112,train,3.624645
15113,train,3.526676
15114,train,3.473878
15115,train,3.305912
15116,train,3.592217
15117,test,3.512741
15118,train,3.260123
15119,test,1.301308
15120,train,1.346156
15121,val,1.554806
15122,train,1.301031
15123,train,1.601845
15124,train,1.582625
15125,train,1.301031
15126,train,1.422258
15127,train,1.302275
15128,train,3.306194
15129,val,3.507455
15130,train,3.372298
15131,train,3.256950
15132,test,3.015029
15133,val,3.310859
15134,train,1.515956
15135,train,1.301031
15136,train,3.371279
15137,train,3.584129
15138,train,3.520380
15139,val,1.565545
15140,train,1.704923
15141,train,3.751004
15142,train,3.614667
15143,val,3.265744
15144,train,3.584635
15145,train,3.400185
15146,val,1.607660
15147,val,3.771881
15148,train,3.258958
15149,val,3.278022
15150,train,3.564007
15151,test,3.693903
15152,train,3.521283
15153,train,3.597438
15154,test,3.637159
15155,train,1.800796
15156,train,1.524035
15157,train,1.521948
15158,val,3.664325
15159,train,3.351484
15160,test,3.694514
15161,test,3.607426
15162,val,3.322987
15163,test,2.169086
15164,train,3.784656
15165,train,1.608882
15166,train,3.389883
15167,train,3.672544
15168,train,3.426866
15169,train,3.836967
15170,val,3.681171
15171,train,3.278966
15172,train,3.483231
15173,train,3.508819
15174,val,1.935594
15175,train,3.658696
15176,test,3.471642
15177,train,3.647795
15178,train,1.532478
15179,train,3.617735
15180,train,3.504997
15181,train,3.485474
15182,train,3.565658
15183,train,3.422670
15184,test,3.592738
15185,train,3.374869
15186,train,3.366131
15187,val,1.492759
15188,train,3.706152
15189,train,3.507902
15190,train,3.526003
15191,val,3.386448
15192,train,3.030835
15193,val,3.563171
15194,train,3.703453
15195,train,3.543979
15196,train,3.657816
15197,val,3.635079
15198,train,3.688642
15199,test,3.685231
15200,train,3.693740
15201,train,3.530055
15202,test,3.534894
15203,train,3.342104
15204,train,3.471464
15205,train,1.437980
15206,train,3.446502
15207,train,1.301030
15208,test,3.422770
15209,train,3.583799
15210,val,1.626381
15211,train,3.472687
15212,train,3.397615
15213,test,3.347242
15214,train,3.791682
15215,val,3.666941
15216,train,3.710260
15217,train,1.527441
15218,train,3.771882
15219,train,3.702765
15220,val,3.573775
15221,train,1.726776
15222,train,3.578989
15223,train,3.665969
15224,test,3.137354
15225,val,3.517520
15226,test,3.678756
15227,val,3.677687
15228,train,3.413944
15229,train,3.666922
15230,val,3.816411
15231,train,3.691613
15232,test,3.484695
15233,val,3.773420
15234,train,3.680312
15235,train,3.631992
15236,train,3.670772
15237,train,3.765915
15238,val,3.767441
15239,train,3.610041
15240,train,3.663942
15241,train,3.792386
15242,train,3.357893
15243,train,3.481785
15244,train,3.595531
15245,train,3.389309
15246,train,3.608958
15247,train,3.551908
15248,test,3.560087
15249,train,3.662877
15250,train,3.574317
15251,train,3.679355
15252,train,3.625830
15253,train,3.711533
15254,train,3.625714
15255,val,3.413822
15256,val,3.506867
15257,test,3.670981
15258,train,3.719608
15259,train,3.592048
15260,train,3.560728
15261,train,3.502426
15262,train,3.628074
15263,val,3.704846
15264,train,3.696851
15265,test,3.564204
15266,val,3.671675
15267,test,3.511271
15268,train,3.659234
15269,test,3.766925
15270,train,3.680242
15271,test,3.395701
15272,train,3.425923
15273,train,3.834521
15274,train,3.667279
15275,val,3.701555
15276,val,3.694085
15277,test,3.603591
15278,train,1.305092
15279,train,3.626083
15280,train,3.546789
15281,train,3.750822
15282,train,3.728008
15283,train,3.692708
15284,train,3.519519
15285,test,3.852283
15286,train,1.743211
15287,train,3.596947
15288,train,3.533087
15289,val,3.456871
15290,train,3.638085
15291,train,3.714163
15292,train,3.648511
15293,train,3.600228
15294,train,3.711098
15295,val,3.688353
15296,train,3.533645
15297,test,3.823194
15298,test,1.303451
15299,train,3.518426
15300,train,1.301030
15301,train,1.560238
15302,train,1.524449
15303,val,3.548474
15304,train,3.555273
15305,train,3.481631
15306,train,3.259355
15307,val,1.301030
15308,train,3.485214
15309,train,1.301030
15310,train,1.301030
15311,train,1.302695
15312,val,1.303735
15313,train,1.301514
15314,train,1.301030
15315,train,1.301030
15316,val,1.301031
15317,test,1.305375
15318,train,1.301030
15319,val,2.997797
15320,train,3.663837
15321,train,3.490136
15322,train,1.383822
15323,train,3.072186
15324,train,1.301030
15325,val,2.691048
15326,test,1.552613
15327,train,1.507972
15328,train,1.301030
15329,train,1.301100
15330,val,1.570898
15331,test,1.301028
15332,train,1.505831
15333,train,1.605793
15334,val,1.496423
15335,train,1.441626
15336,val,1.301030
15337,train,1.301752
15338,train,1.386380
15339,test,1.497922
15340,val,1.301030
15341,train,1.300340
15342,train,1.303136
15343,test,1.637568
15344,val,1.498439
15345,test,1.443136
15346,test,1.301030
15347,test,1.301030
15348,train,1.358037
15349,test,1.623544
15350,train,1.683421
15351,train,1.498083
15352,train,1.302437
15353,test,1.302862
15354,test,1.394825
15355,train,1.452039
15356,val,1.633327
15357,val,1.301030
15358,val,1.360470
15359,val,1.301030
15360,val,1.301837
15361,train,1.689008
15362,train,1.498520
15363,val,1.301030
15364,val,2.697218
15365,test,1.473131
15366,train,1.354087
15367,train,1.301031
15368,train,1.301030
15369,train,1.301386
15370,train,1.300529
15371,train,1.539007
15372,train,1.301031
15373,train,1.301030
15374,val,1.301031
15375,train,1.303183
15376,train,1.301030
15377,train,1.301031
15378,test,1.671636
15379,train,1.301030
15380,train,1.302290
15381,train,1.305853
15382,train,1.301030
15383,train,1.299286
15384,train,1.368095
15385,train,1.405281
15386,test,1.301030
15387,train,1.628364
15388,train,1.301031
15389,val,1.371426
15390,train,1.444663
15391,test,1.318475
15392,test,1.301485
15393,train,1.301030
15394,train,1.490492
15395,train,1.452686
15396,train,1.439899
15397,val,1.506491
15398,train,1.301030
15399,val,1.301030
15400,train,1.669520
15401,train,1.531080
15402,test,1.519019
15403,train,1.466551
15404,train,1.468108
15405,train,1.448351
15406,train,1.301030
15407,train,1.301030
15408,train,1.301880
15409,train,1.301030
15410,train,1.579181
15411,train,1.690399
15412,train,1.302673
15413,val,1.483650
15414,train,1.301196
15415,train,1.301030
15416,train,1.301030
15417,train,1.478779
15418,train,1.301030
15419,train,3.637395
15420,train,3.758577
15421,test,3.704700
15422,train,3.694205
15423,test,3.759875
15424,train,3.668027
15425,train,3.693903
15426,train,3.230488
15427,val,1.300536
15428,test,2.836398
15429,train,1.301030
15430,val,3.372670
15431,train,1.572899
15432,test,3.187860
15433,train,1.305012
15434,train,1.301030
15435,train,1.297944
15436,train,3.258030
15437,train,1.458905
15438,train,1.302336
15439,val,3.259593
15440,train,1.301112
15441,train,1.491486
15442,val,3.259887
15443,train,1.301030
15444,train,1.751639
15445,train,1.301030
15446,train,3.474537
15447,test,1.301031
15448,train,1.301030
15449,train,1.301030
15450,train,3.398168
15451,val,1.637742
15452,train,1.370317
15453,train,1.301387
15454,train,1.660295
15455,val,3.128604
15456,val,3.356495
15457,test,1.301031
15458,train,1.309834
15459,train,1.461133
15460,train,1.301106
15461,train,3.488977
15462,train,3.498783
15463,train,3.546849
15464,train,3.137351
15465,train,3.259833
15466,train,3.721495
15467,test,3.433042
15468,train,1.301030
15469,train,1.301030
15470,train,3.526673
15471,train,1.585783
15472,val,1.439238
15473,val,3.336799
15474,train,1.941629
15475,train,1.397016
15476,train,3.388407
15477,test,1.301032
15478,val,1.301030
15479,train,1.301895
15480,train,3.489902
15481,train,3.350934
15482,train,1.301100
15483,train,1.300909
15484,train,1.301030
15485,val,3.532994
15486,train,3.261900
15487,test,3.474544
15488,train,3.464913
15489,test,3.178672
15490,train,1.301031
15491,train,3.622873
15492,train,1.554037
15493,train,3.383204
15494,val,1.775637
15495,train,1.627639
15496,train,3.454848
15497,test,1.298794
15498,train,2.614629
15499,val,1.301030
15500,train,3.257691
15501,train,3.661329
15502,train,1.304632
15503,val,1.301030
15504,train,3.693825
15505,test,1.301338
15506,train,1.301030
15507,val,1.447513
15508,test,1.301031
15509,val,3.501338
15510,train,3.336874
15511,train,3.257912
15512,train,1.602160
15513,train,3.132211
15514,train,1.304090
15515,train,1.301030
15516,train,1.301097
15517,val,1.712004
15518,train,1.301150
15519,train,1.301031
15520,train,1.745075
15521,train,1.301030
15522,train,1.304013
15523,test,1.301030
15524,val,3.490405
15525,train,1.301101
15526,train,1.301031
15527,val,3.137354
15528,train,1.301766
15529,train,1.703267
15530,val,1.644598
15531,val,3.429838
15532,train,1.560397
15533,train,1.301030
15534,train,1.598543
15535,val,1.486186
15536,train,1.301030
15537,val,1.398527
15538,train,1.614846
15539,test,3.198754
15540,train,3.258416
15541,test,1.674756
15542,val,3.428096
15543,train,1.301029
15544,train,3.435946
15545,test,1.301598
15546,train,1.597806
15547,train,3.482595
15548,train,1.301030
15549,train,1.333647
15550,train,1.669190
15551,train,3.122767
15552,test,3.355439
15553,test,3.242490
15554,train,1.523223
15555,train,1.415891
15556,test,1.577073
15557,train,1.301088
15558,train,3.498689
15559,train,1.554991
15560,train,3.261318
15561,test,3.568051
15562,test,3.032436
15563,test,2.963298
15564,train,1.362678
15565,train,1.471221
15566,train,1.402645
15567,train,3.242829
15568,train,1.301030
15569,train,1.311851
15570,train,1.513353
15571,train,2.038737
15572,train,1.728268
15573,train,1.301031
15574,train,1.301030
15575,test,3.799415
15576,train,3.749815
15577,train,3.751780
15578,train,3.869522
15579,train,3.688017
15580,test,3.700813
15581,train,3.786690
15582,train,1.535283
15583,train,1.301032
15584,train,3.260972
15585,test,1.302902
15586,train,1.301032
15587,test,1.467852
15588,val,1.301078
15589,train,1.475816
15590,train,1.305890
15591,train,1.301531
15592,val,1.719181
15593,val,1.301030
15594,val,1.308143
15595,train,1.556884
15596,train,1.301030
15597,train,3.497745
15598,test,2.584692
15599,train,1.305552
15600,val,1.301030
15601,test,1.600259
15602,train,1.607681
15603,train,1.301030
15604,train,1.583086
15605,train,1.301105
15606,train,1.536306
15607,train,1.596819
15608,train,1.302558
15609,train,1.547327
15610,val,1.601582
15611,train,1.300596
15612,train,1.301030
15613,train,1.490033
15614,train,1.580653
15615,train,1.508337
15616,train,1.301030
15617,train,1.300522
15618,train,1.500950
15619,val,1.301030
15620,train,1.600744
15621,train,1.376909
15622,test,1.301030
15623,train,1.713876
15624,train,1.623210
15625,test,1.301424
15626,val,1.305123
15627,train,1.301114
15628,train,1.412619
15629,test,1.479467
15630,test,1.301031
15631,train,1.630269
15632,train,1.301030
15633,train,1.301060
15634,train,1.616189
15635,train,1.301031
15636,train,1.584185
15637,train,1.302575
15638,train,1.611993
15639,train,1.301030
15640,val,1.345724
15641,test,1.765980
15642,test,1.548109
15643,train,1.651074
15644,test,1.678411
15645,train,1.303400
15646,train,1.301032
15647,val,1.301030
15648,test,1.301031
15649,train,1.301611
15650,val,1.301031
15651,train,1.301031
15652,train,1.389408
15653,test,1.627317
15654,train,1.728329
15655,test,1.546977
15656,train,1.838985
15657,train,1.301155
15658,train,1.301032
15659,train,1.717735
15660,train,1.620215
15661,train,1.510862
15662,train,1.501499
15663,train,1.563931
15664,test,2.252853
15665,train,1.415493
15666,train,1.459273
15667,test,1.301031
15668,val,1.528429
15669,val,1.604272
15670,test,1.565985
15671,train,1.487020
15672,train,1.301031
15673,test,1.659497
15674,test,1.579502
15675,val,1.301030
15676,train,1.614782
